'Interaction Dynamics of Singular Wave Fronts Computed by Particle Methods','http://math.sustech.edu.cn/hall/10228.html','Prof. Alina Chertock(北卡罗来纳州立大学)','2017-2-16','Math','科教服务中心706',
'Projection-based outlier detection in functional data','http://math.sustech.edu.cn/hall/10208.html','邹长亮(南开大学)','2017-1-12','Math','科教服务中心706',
'精算科学与精算师','http://math.sustech.edu.cn/hall/10472.html','李婧超博士，深圳大学数学与统计学院讲师','2016-12-28','Math','第一教学楼406教室',
'Continuous-time Markov decision processes and pure jump processes','http://math.sustech.edu.cn/hall/10199.html','Dr. Yi Zhang(利物浦大学)','2016-12-26','Math','科教服务中心706',
'Sparse Inference with Dependent Hypotheses','http://math.sustech.edu.cn/hall/10193.html','张春明(威斯康星大学)','2016-12-23','Math','科教服务中心706',
'Extreme Value Analytics for Big data in Finance','http://math.sustech.edu.cn/hall/10192.html','张正军(威斯康星大学)','2016-12-23','Math','科教服务中心706',
'混沌动力系统和复动力系统的介绍','http://math.sustech.edu.cn/hall/10194.html','蒋云平(纽约市立大学)','2016-12-23','Math','科教服务中心706',
'General Hardy-type Inequalities and f-Ergodicity of Markov Processes','http://math.sustech.edu.cn/hall/10471.html','中山大学副研究员 廖仲威','2016-12-19','Math','科教服务中心803',
'A Dynamic Structure for High Dimensional Covariance Matrices and Its Application in Portfolio Allocation','http://math.sustech.edu.cn/hall/10470.html','张文扬教授，英国约克大学数学系教授','2016-12-17','Math','科教服务中心703',
'Complexity bounds for first and second-order optimality of Algorithm NSC','http://math.sustech.edu.cn/hall/10179.html','Prof Jinyun Yuan(Universidade Federal do Paraná)','2016-12-15','Math','Conference Room 706, Service Center of Scientific Research and Teaching',
'谈谈手性——拓扑学与化学结缘','http://math.sustech.edu.cn/hall/10152.html','姜伯驹(中国科学院)','2016-12-8','Math','科教服务中心706',
'Ground State Patterns and Phase Transitions of Spin-1 Bose-Einstein Condensates, Numerics and Analysis','http://math.sustech.edu.cn/hall/10151.html','陈宜良(国立台湾大学)','2016-12-7','Math','科教服务中心706',
'Some researches to Stochastic KPP and Novikov equations','http://math.sustech.edu.cn/hall/10150.html','刘正荣(华南理工大学)','2016-12-6','Math','科教服务中心706',
'Global classical solutions to compressible Navier-Stokes equations with vacuum','http://math.sustech.edu.cn/hall/10149.html','朱长江','2016-12-6','Math','科教服务中心706',
'宏观形势，资本市场与海外投资','http://math.sustech.edu.cn/hall/10148.html','祁斌(中国投资责任有限公司)','2016-12-5','Math','图书馆110报告厅',
'医保费用测算及监控','http://math.sustech.edu.cn/hall/10156.html','林华珍(西南财经大学)','2016-12-5','Math','科教服务中心706',
'统计学在数据科学中的身份定位','http://math.sustech.edu.cn/hall/10108.html','朱力行(香港浸会大学)','2016-12-1','Math','科教服务中心706',
'数学大讲堂:由边界几何形状推动的 Navier-Stokes方程螺旋对称解的存在、吸引子Hausdorff 维数估计和流动分歧问题','http://math.sustech.edu.cn/hall/10098.html','李开泰(西安交通大学)','2016-11-28','Math','科教服务中心706',
'Nonparametric Overdose Control for Dose Finding in Drug-Combination Trials','http://math.sustech.edu.cn/hall/10259.html','尹国圣(香港大学)','2016-11-25','Math','科教服务中心706',
'Designing high-dimensional integration rules','http://math.sustech.edu.cn/hall/10258.html','Prof. Ian Sloan(University of New South Wales)','2016-11-23','Math','科教服务中心706',
'On some models for multivariate realized volatility','http://math.sustech.edu.cn/hall/10257.html','Wai Keung LI(香港大学)','2016-11-22','Math','科教服务中心706',
